0x00000000, 12278778
0x00000001, 78525
0x00000002, 2770
0x00000003, 403
0x00000004, 132
0x00000005, 69
0x00000006, 64
0x00000007, 56
0x00000008, 81
0x00000009, 80
0x0000000a, 46
0x0000000b, 117
0x0000000c, 128
0x0000000d, 24
0x0000000e, 9
0x0000000f, 7
