0x0000003d3000, 000000000004
0x0000003d3400, 000000000226
0x0000003d3800, 000000000070
0x0000003d3c00, 000000000150
0x0000003d4000, 000000000040
0x0000003d4400, 000000000030
0x0000003d4800, 000000000030
0x0000003d4c00, 000000000008
0x0000003d5000, 000000000004
0x0000003d5400, 000000000000
0x0000003d5800, 000000000022
0x0000003d5c00, 000000000000
0x0000003d6000, 000000000000
0x0000003d6400, 000000000000
0x0000003d6800, 000000000002
0x0000003d6c00, 000000000000
0x0000003d7000, 000000000002
0x0000003d7400, 000000000000
0x0000003d7800, 000000000000
0x0000003d7c00, 000000000000
0x0000003d8000, 000000000000
0x0000003d8400, 000000000000
0x0000003d8800, 000000000000
0x0000003d8c00, 000000000002
0x0000003d9000, 000000000000
0x0000003d9400, 000000000000
0x0000003d9800, 000000000000
0x0000003d9c00, 000000000000
0x0000003da000, 000000000000
0x0000003da400, 000000000000
0x0000003da800, 000000000000
0x0000003dac00, 000000000002
0x0000003db000, 000000000000
0x0000003db400, 000000000000
0x0000003db800, 000000000000
0x0000003dbc00, 000000000000
0x0000003dc000, 000000000000
0x0000003dc400, 000000000000
0x0000003dc800, 000000000000
0x0000003dcc00, 000000000000
0x0000003dd000, 000000000000
0x0000003dd400, 000000000000
0x0000003dd800, 000000000000
0x0000003ddc00, 000000000000
0x0000003de000, 000000000000
0x0000003de400, 000000000000
0x0000003de800, 000000000000
0x0000003dec00, 000000000000
0x0000003df000, 000000000000
0x0000003df400, 000000000000
0x0000003df800, 000000000000
0x0000003dfc00, 000000000000
0x0000003e0000, 000000000000
0x0000003e0400, 000000000000
0x0000003e0800, 000000000000
0x0000003e0c00, 000000000000
0x0000003e1000, 000000000000
0x0000003e1400, 000000000000
0x0000003e1800, 000000000002
0x0000003e1c00, 000000000014
0x0000003e2000, 000000000000
0x0000003e2400, 000000000000
0x0000003e2800, 000000000000
0x0000003e2c00, 000000000000
0x0000003e3000, 000000000000
0x0000003e3400, 000000000000
0x0000003e3800, 000000000000
0x0000003e3c00, 000000000000
0x0000003e4000, 000000000000
0x0000003e4400, 000000000000
0x0000003e4800, 000000000000
0x0000003e4c00, 000000000000
0x0000003e5000, 000000000000
0x0000003e5400, 000000000000
0x0000003e5800, 000000000000
0x0000003e5c00, 000000000000
0x0000003e6000, 000000000000
0x0000003e6400, 000000000000
0x0000003e6800, 000000000000
0x0000003e6c00, 000000000000
0x0000003e7000, 000000000000
0x0000003e7400, 000000000000
0x0000003e7800, 000000000000
0x0000003e7c00, 000000000000
0x0000003e8000, 000000000000
0x0000003e8400, 000000000000
0x0000003e8800, 000000000000
0x0000003e8c00, 000000000000
0x0000003e9000, 000000000000
0x0000003e9400, 000000000000
0x0000003e9800, 000000000000
0x0000003e9c00, 000000000000
0x0000003ea000, 000000000000
0x0000003ea400, 000000000000
0x0000003ea800, 000000000000
0x0000003eac00, 000000000000
0x0000003eb000, 000000000000
0x0000003eb400, 000000000000
0x0000003eb800, 000000000000
0x0000003ebc00, 000000000000
0x0000003ec000, 000000000000
0x0000003ec400, 000000000000
