0x00000000, 531
0x00000001, 9
0x00000002, 3
0x00000003, 5
0x00000004, 1
0x00000008, 1
0x00000009, 2
0x0000000a, 1
0x0000000b, 3
0x0000000c, 1
0x0000000d, 2
0x0000000f, 1
0x00000010, 1
0x00000011, 1
0x00000012, 1
